stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
8534,342,Secundária Lombelho,,41.2331643339508,-8.51670972482339,,,,
8535,343,Comendador Matos,,41.2354660074384,-8.52344613350691,,,,
8536,344,Igreja Alfena,,41.237010120281,-8.5258445814924,,,,
8537,345,Junta Freguesia Alfena,,41.238834470168,-8.5256701972556,,,,
8538,346,Varzea,,41.2406237854361,-8.52643214864208,,,,
8539,347,E. B. 2/3 Alfena,,41.2365388849925,-8.5300921978541,,,,
8540,348,Senhora Piedade,,41.2355899934441,-8.53240373260905,,,,
8541,349,Central do Barreiro,,41.2376004017788,-8.5331243832983,,,,
8542,350,Correios Alfena,,41.2407626996898,-8.52839777259917,,,,
8543,351,Dr. Francisco Sá Carneiro,,41.2430264265964,-8.5308618719707,,,,
8544,352,Baguim,,41.2433137706682,-8.53878674211701,,,,
8545,353,Malmarinhas,,41.2412999982264,-8.54061338123823,,,,
8546,354,Av. 24 Julho,,41.2436743972732,-8.54235114227871,,,,
8547,355,Santa Cristina,,41.245802814446,-8.53950718690712,,,,
8548,356,Calçada Real,,41.2473763013285,-8.53954874516686,,,,
8549,357,Tv. Eng. Luis Almeida,,41.2530501519186,-8.54111054534192,,,,
8550,358,ALto de Arcos,,41.2545027028741,-8.54534617506556,,,,
8551,314,Agra,,41.2555738926261,-8.54573727568073,,,,
